asset_id,asset_key,title,route_or_category,ending_titles,file_name,relative_path,extension,width_px,height_px,size_bytes,sha256_16,referenced_by_index,included_in_zip
121,marcus_first_date_mall_gift,Marcus First Date Mall Gift,Marcus Route,,new_uploads__marcus_first_date_mall_gift.jpg,assets/new_uploads__marcus_first_date_mall_gift.jpg,jpg,1086,1448,321845,6e4f23e32f484853,yes,yes
122,ren_apartment_exterior_night,Ren Apartment Exterior Night,Ren Route,,new_uploads__ren_apartment_exterior_night.jpg,assets/new_uploads__ren_apartment_exterior_night.jpg,jpg,1024,1536,313870,9aff6d1c359835bc,yes,yes
123,ren_cherry_blossom_date_new,Ren Cherry Blossom Date New,Ren Route,,new_uploads__ren_cherry_blossom_date_new.jpg,assets/new_uploads__ren_cherry_blossom_date_new.jpg,jpg,1536,864,404383,9cbe4f286a51b542,yes,yes
124,ren_cherry_blossom_kiss_new,Ren Cherry Blossom Kiss New,Ren Route,,new_uploads__ren_cherry_blossom_kiss_new.jpg,assets/new_uploads__ren_cherry_blossom_kiss_new.jpg,jpg,1536,864,263357,1906f71235c44681,yes,yes
125,ren_ferris_wheel_closeup_latest,Ren Ferris Wheel Closeup Latest,Ren Route,,new_uploads__ren_ferris_wheel_closeup_latest.jpg,assets/new_uploads__ren_ferris_wheel_closeup_latest.jpg,jpg,1536,864,259174,781629fcc1654f2e,yes,yes
126,ren_festival_girlfriend_latest,Ren Festival Girlfriend Latest,Ren Route,,new_uploads__ren_festival_girlfriend_latest.jpg,assets/new_uploads__ren_festival_girlfriend_latest.jpg,jpg,1086,1448,271918,40f1fa40e05b1cb4,yes,yes
127,ren_motorcycle_after_tommy_station,Ren Motorcycle After Tommy Station,Ren Route,,new_uploads__ren_motorcycle_after_tommy_station.jpg,assets/new_uploads__ren_motorcycle_after_tommy_station.jpg,jpg,1536,864,335326,5907a53294dc68f0,yes,yes
128,ren_sukiyaki_dinner_latest,Ren Sukiyaki Dinner Latest,Ren Route,,new_uploads__ren_sukiyaki_dinner_latest.jpg,assets/new_uploads__ren_sukiyaki_dinner_latest.jpg,jpg,1086,1448,364365,697bdb9f11f2b3cc,yes,yes
129,ren_waiting_rainy_street_after_tommy,Ren Waiting Rainy Street After Tommy,Ren Route,,new_uploads__ren_waiting_rainy_street_after_tommy.jpg,assets/new_uploads__ren_waiting_rainy_street_after_tommy.jpg,jpg,1024,1536,375943,8b38c004e16f26fc,yes,yes
130,tommy_arcade_bull_bridal_ren_interruption,Tommy Arcade Bull Bridal Ren Interruption,Tommy / Cross-route,,new_uploads__tommy_arcade_bull_bridal_ren_interruption.jpg,assets/new_uploads__tommy_arcade_bull_bridal_ren_interruption.jpg,jpg,1536,864,310973,c4c79cae107d4c55,yes,yes
131,tommy_arcade_cheek_kiss_hidden,Tommy Arcade Cheek Kiss Hidden,Tommy / Cross-route,,new_uploads__tommy_arcade_cheek_kiss_hidden.jpg,assets/new_uploads__tommy_arcade_cheek_kiss_hidden.jpg,jpg,1536,864,333255,3759e6f545faed4d,yes,yes
132,tommy_arcade_cheek_kiss_ren_interruption,Tommy Arcade Cheek Kiss Ren Interruption,Tommy / Cross-route,,new_uploads__tommy_arcade_cheek_kiss_ren_interruption.jpg,assets/new_uploads__tommy_arcade_cheek_kiss_ren_interruption.jpg,jpg,1536,864,302144,d8904a245937dd59,yes,yes
133,tommy_arcade_kiss_cheek_latest,Tommy Arcade Kiss Cheek Latest,Tommy / Cross-route,,new_uploads__tommy_arcade_kiss_cheek_latest.jpg,assets/new_uploads__tommy_arcade_kiss_cheek_latest.jpg,jpg,1536,864,307818,bdd41da2b9acc8a0,yes,yes
134,tommy_arcade_solo_awkward_confession,Tommy Arcade Solo Awkward Confession,Tommy / Cross-route,,new_uploads__tommy_arcade_solo_awkward_confession.jpg,assets/new_uploads__tommy_arcade_solo_awkward_confession.jpg,jpg,1536,864,264322,d5fa803866c9f35a,yes,yes
135,tommy_arcade_solo_hep5_neon,Tommy Arcade Solo Hep5 Neon,Tommy / Cross-route,,new_uploads__tommy_arcade_solo_hep5_neon.jpg,assets/new_uploads__tommy_arcade_solo_hep5_neon.jpg,jpg,1536,864,268198,e87c0ae8e7dbcab1,yes,yes
136,tommy_family_dinner_pov_latest,Tommy Family Dinner Pov Latest,Tommy / Cross-route,,new_uploads__tommy_family_dinner_pov_latest.jpg,assets/new_uploads__tommy_family_dinner_pov_latest.jpg,jpg,1536,864,294732,3bc785e7a81f7875,yes,yes
137,tommy_family_sukiyaki_pov,Tommy Family Sukiyaki Pov,Tommy / Cross-route,,new_uploads__tommy_family_sukiyaki_pov.jpg,assets/new_uploads__tommy_family_sukiyaki_pov.jpg,jpg,1536,864,308779,fc644d9109793060,yes,yes
138,tommy_family_sukiyaki_wide_latest,Tommy Family Sukiyaki Wide Latest,Tommy / Cross-route,,new_uploads__tommy_family_sukiyaki_wide_latest.jpg,assets/new_uploads__tommy_family_sukiyaki_wide_latest.jpg,jpg,1536,864,295036,a020a53be2b68053,yes,yes
139,tommy_festival_handhold_close_latest,Tommy Festival Handhold Close Latest,Tommy / Cross-route,,new_uploads__tommy_festival_handhold_close_latest.jpg,assets/new_uploads__tommy_festival_handhold_close_latest.jpg,jpg,1536,864,270564,512354f747365d71,yes,yes
140,tommy_festival_market_bg,Tommy Festival Market Bg,Tommy / Cross-route,,new_uploads__tommy_festival_market_bg.jpg,assets/new_uploads__tommy_festival_market_bg.jpg,jpg,1536,864,421109,3f3e6321d1852fed,yes,yes
141,tommy_festival_secret_kiss,Tommy Festival Secret Kiss,Tommy / Cross-route,Secret Ending: Dream Wedding,new_uploads__tommy_festival_secret_kiss.jpg,assets/new_uploads__tommy_festival_secret_kiss.jpg,jpg,1536,864,292476,edbd5d1f7e859918,yes,yes
142,tommy_festival_solo_stalls,Tommy Festival Solo Stalls,Tommy / Cross-route,,new_uploads__tommy_festival_solo_stalls.jpg,assets/new_uploads__tommy_festival_solo_stalls.jpg,jpg,1536,864,209498,6797ca61549b9b2c,yes,yes
143,tommy_festival_solo_yukata_awake,Tommy Festival Solo Yukata Awake,Tommy / Cross-route,,new_uploads__tommy_festival_solo_yukata_awake.jpg,assets/new_uploads__tommy_festival_solo_yukata_awake.jpg,jpg,1536,864,219531,73c2a8fde6d31d59,yes,yes
144,tommy_festival_yukata_solo_dark,Tommy Festival Yukata Solo Dark,Tommy / Cross-route,,new_uploads__tommy_festival_yukata_solo_dark.jpg,assets/new_uploads__tommy_festival_yukata_solo_dark.jpg,jpg,1536,864,277157,8275df0655e38646,yes,yes
145,tommy_hep5_arcade_buttons_couple,Tommy Hep5 Arcade Buttons Couple,Tommy / Cross-route,,new_uploads__tommy_hep5_arcade_buttons_couple.jpg,assets/new_uploads__tommy_hep5_arcade_buttons_couple.jpg,jpg,1536,864,325053,2f90f08cc6bf6b9e,yes,yes
146,tommy_hep5_arcade_solo_latest,Tommy Hep5 Arcade Solo Latest,Tommy / Cross-route,,new_uploads__tommy_hep5_arcade_solo_latest.jpg,assets/new_uploads__tommy_hep5_arcade_solo_latest.jpg,jpg,1536,864,286369,7a0558f0d21c485b,yes,yes
147,tommy_hep5_game_fun,Tommy Hep5 Game Fun,Tommy / Cross-route,,new_uploads__tommy_hep5_game_fun.jpg,assets/new_uploads__tommy_hep5_game_fun.jpg,jpg,1536,864,395203,03591160a8c577b2,yes,yes
148,tommy_hidden_after_festival_kiss,Tommy Hidden After Festival Kiss,Tommy / Cross-route,Tommy Ultra Hidden Ending: The Impossible File,new_uploads__tommy_hidden_after_festival_kiss.jpg,assets/new_uploads__tommy_hidden_after_festival_kiss.jpg,jpg,1536,864,231446,8f60294b2ebd0b71,yes,yes
149,tommy_ise_jingu_entrance_latest,Tommy Ise Jingu Entrance Latest,Tommy / Cross-route,,new_uploads__tommy_ise_jingu_entrance_latest.jpg,assets/new_uploads__tommy_ise_jingu_entrance_latest.jpg,jpg,1536,864,334981,2410ae2d6aa60535,yes,yes
150,tommy_ise_jingu_path_sunset_latest,Tommy Ise Jingu Path Sunset Latest,Tommy / Cross-route,,new_uploads__tommy_ise_jingu_path_sunset_latest.jpg,assets/new_uploads__tommy_ise_jingu_path_sunset_latest.jpg,jpg,1536,864,333287,7f48594406d6f8a4,yes,yes
151,tommy_ise_jingu_solo_cream_sweater,Tommy Ise Jingu Solo Cream Sweater,Tommy / Cross-route,,new_uploads__tommy_ise_jingu_solo_cream_sweater.jpg,assets/new_uploads__tommy_ise_jingu_solo_cream_sweater.jpg,jpg,1536,864,329960,f315c476366ba6d7,yes,yes
152,tommy_karaoke_lilac_latest,Tommy Karaoke Lilac Latest,Tommy / Cross-route,,new_uploads__tommy_karaoke_lilac_latest.jpg,assets/new_uploads__tommy_karaoke_lilac_latest.jpg,jpg,1536,864,242594,99303d72850db9c5,yes,yes
153,tommy_planetarium_bg,Tommy Planetarium Bg,Tommy / Cross-route,,new_uploads__tommy_planetarium_bg.jpg,assets/new_uploads__tommy_planetarium_bg.jpg,jpg,1536,864,357449,d8381c3389ef706d,yes,yes
154,tommy_planetarium_couple_latest,Tommy Planetarium Couple Latest,Tommy / Cross-route,,new_uploads__tommy_planetarium_couple_latest.jpg,assets/new_uploads__tommy_planetarium_couple_latest.jpg,jpg,1536,864,334151,c6ec8ec2b826ee2a,yes,yes
155,tommy_planetarium_handhold_close_latest,Tommy Planetarium Handhold Close Latest,Tommy / Cross-route,,new_uploads__tommy_planetarium_handhold_close_latest.jpg,assets/new_uploads__tommy_planetarium_handhold_close_latest.jpg,jpg,1536,864,159613,8f420a37669ebf1d,yes,yes
156,noir_vibes_in_osaka_alley,Noir Vibes in Osaka Alley,Hiroshi Route,,noir_vibes_in_osaka_alley.jpg,assets/noir_vibes_in_osaka_alley.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
157,quiet_evening_by_the_veranda,Quiet Evening By the Veranda,Shared Route CG,,quiet_evening_by_the_veranda.jpg,assets/quiet_evening_by_the_veranda.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
158,quiet_study_in_warm_light,Quiet Study in Warm Light,Kenji Route,,quiet_study_in_warm_light.jpg,assets/quiet_study_in_warm_light.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
159,rainy_evening_at_the_train_station,Rainy Evening at the Train Station,Shared Route CG,Ren Bittersweet Ending: Almost Over Him,rainy_evening_at_the_train_station.jpg,assets/rainy_evening_at_the_train_station.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
160,rainy_night_at_kyoto_station,Rainy Night at Kyoto Station,Ren Route,Ren Bad Ending: The Door She Left Open,rainy_night_at_kyoto_station.jpg,assets/rainy_night_at_kyoto_station.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
161,rainy_night_at_the_train_station,Rainy Night at the Train Station,Shared Route CG,,rainy_night_at_the_train_station.jpg,assets/rainy_night_at_the_train_station.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
162,rainy_night_embrace_in_the_car,Rainy Night Embrace in the Car,Shared Route CG,,rainy_night_embrace_in_the_car.jpg,assets/rainy_night_embrace_in_the_car.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
163,rainy_night_in_the_city,Rainy Night in the City,Shared Route CG,Tommy Ending: Forever Maybe; Tommy Friends Ending: Too Important To Risk; Tommy Heartbreak Ending: Almost Is Not Enough,rainy_night_in_the_city.jpg,assets/rainy_night_in_the_city.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
164,rainy_night_romance_in_the_city,Rainy Night Romance in the City,Shared Route CG,,rainy_night_romance_in_the_city.jpg,assets/rainy_night_romance_in_the_city.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
165,ren_after_tommy_fight_motorcycle,"Ren Route · After the Tommy fight, motorcycle confrontation",Ren Route,,ren_after_tommy_fight_motorcycle.jpg,assets/ren_after_tommy_fight_motorcycle.jpg,jpg,1024,1536,428190,d1575a41ef6fed18,yes,yes
166,ren_cherry_blossom_kiss,Ren Route · Cherry blossom kiss,Ren Route,,ren_cherry_blossom_kiss.jpg,assets/ren_cherry_blossom_kiss.jpg,jpg,800,1000,154036,14c5afb59b9924b9,yes,yes
167,ren_doctor_hallway,Ren Route · Doctor in hospital corridor,Ren Route,,ren_doctor_hallway.jpg,assets/ren_doctor_hallway.jpg,jpg,800,1000,154036,14c5afb59b9924b9,yes,yes
168,ren_ferris_wheel_close_new,Ren Route · Ferris wheel confession close-up,Ren Route,,ren_ferris_wheel_close_new.jpg,assets/ren_ferris_wheel_close_new.jpg,jpg,1086,1448,313049,e17094bf2ee58515,yes,yes
169,ren_festival_solo_invite,Ren Route · Festival invitation at K University,Ren Route,,ren_festival_solo_invite.jpg,assets/ren_festival_solo_invite.jpg,jpg,1086,1448,356941,70acd7600ce0ce12,yes,yes
170,ren_k_university_festival_girlfriend,Ren Route · K University festival girlfriend claim,Ren Route,,ren_k_university_festival_girlfriend.jpg,assets/ren_k_university_festival_girlfriend.jpg,jpg,1536,864,402817,d6ae6b3cad38d716,yes,yes
171,ren_motorcycle_festival,Ren Motorcycle Festival,Ren Route,,ren_motorcycle_festival.jpg,assets/ren_motorcycle_festival.jpg,jpg,800,1000,154036,14c5afb59b9924b9,yes,yes
172,ren_motorcycle_pickup_kyoto,Ren Route · Motorcycle pickup at Kyoto Station,Ren Route,,ren_motorcycle_pickup_kyoto.jpg,assets/ren_motorcycle_pickup_kyoto.jpg,jpg,1024,1536,428190,d1575a41ef6fed18,yes,yes
173,ren_serious_after_tommy_fight,Ren Route · Ren notices she is shaken,Ren Route,,ren_serious_after_tommy_fight.jpg,assets/ren_serious_after_tommy_fight.jpg,jpg,1024,1536,306939,4177c8c7b0957324,yes,yes
174,ren_sukiyaki_actual,Ren Route · Actual sukiyaki dinner,Ren Route,,ren_sukiyaki_actual.jpg,assets/ren_sukiyaki_actual.jpg,jpg,1536,864,327506,dd9cb733969bc54c,yes,yes
175,ren_sukiyaki_dinner,Ren Route · Sukiyaki dinner,Ren Route,Ren Good Ending: Chosen Every Day,ren_sukiyaki_dinner.jpg,assets/ren_sukiyaki_dinner.jpg,jpg,1536,864,303089,927aa493abb2b484,yes,yes
176,riverside_transition_sunset,Riverside Transition Sunset,Kenji Route,,riverside_transition_sunset.jpg,assets/riverside_transition_sunset.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
177,romantic_city_night_out,Romantic City Night Out,Shared Route CG,,romantic_city_night_out.jpg,assets/romantic_city_night_out.jpg,jpg,1536,864,411532,2135a65efd053f0a,yes,yes
178,romantic_city_night_stroll,Romantic City Night Stroll,Shared Route CG,,romantic_city_night_stroll.jpg,assets/romantic_city_night_stroll.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
179,romantic_dinner_with_city_lights,Romantic Dinner With City Lights,Shared Route CG,,romantic_dinner_with_city_lights.jpg,assets/romantic_dinner_with_city_lights.jpg,jpg,1536,864,361318,8c9ef4c41a962609,yes,yes
180,romantic_dinner_with_city_view,Romantic Dinner With City View,Shared Route CG,,romantic_dinner_with_city_view.jpg,assets/romantic_dinner_with_city_view.jpg,jpg,1536,864,300504,075c05c1b492aee6,yes,yes
181,romantic_dinner_with_city_views,Romantic Dinner With City Views,Shared Route CG,,romantic_dinner_with_city_views.jpg,assets/romantic_dinner_with_city_views.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
182,romantic_evening_at_the_doorstep,Romantic Evening at the Doorstep,Shared Route CG,,romantic_evening_at_the_doorstep.jpg,assets/romantic_evening_at_the_doorstep.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
183,romantic_evening_by_the_riverside,Romantic Evening By the Riverside,Kenji Route,,romantic_evening_by_the_riverside.jpg,assets/romantic_evening_by_the_riverside.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
184,romantic_evening_in_a_blooming_garden,Romantic Evening in a Blooming Garden,Shared Route CG,,romantic_evening_in_a_blooming_garden.jpg,assets/romantic_evening_in_a_blooming_garden.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
185,romantic_evening_in_a_cozy_apartment,Romantic Evening in a Cozy Apartment,Shared Route CG,,romantic_evening_in_a_cozy_apartment.jpg,assets/romantic_evening_in_a_cozy_apartment.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
186,romantic_gaming_night_in_cozy_light,Romantic Gaming Night in Cozy Light,Shared Route CG,,romantic_gaming_night_in_cozy_light.jpg,assets/romantic_gaming_night_in_cozy_light.jpg,jpg,1536,864,454637,4457a11429513485,yes,yes
187,romantic_gaming_night_in_the_city,Romantic Gaming Night in the City,Shared Route CG,,romantic_gaming_night_in_the_city.jpg,assets/romantic_gaming_night_in_the_city.jpg,jpg,1536,864,415429,bd6f7da8d632d0d8,yes,yes
188,romantic_garden_party_glow,Romantic Garden Party Glow,Harrison Route,,romantic_garden_party_glow.jpg,assets/romantic_garden_party_glow.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
189,romantic_kiss_under_cherry_blossoms,Romantic Kiss Under Cherry Blossoms,Shared Route CG,,romantic_kiss_under_cherry_blossoms.jpg,assets/romantic_kiss_under_cherry_blossoms.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
190,romantic_night_drive_in_the_city,Romantic Night Drive in the City,Shared Route CG,,romantic_night_drive_in_the_city.jpg,assets/romantic_night_drive_in_the_city.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
191,romantic_night_out_in_the_city,Romantic Night Out in the City,Shared Route CG,,romantic_night_out_in_the_city.jpg,assets/romantic_night_out_in_the_city.jpg,jpg,1536,864,411532,2135a65efd053f0a,yes,yes
192,romantic_night_under_cherry_blossoms,Romantic Night Under Cherry Blossoms,Shared Route CG,,romantic_night_under_cherry_blossoms.jpg,assets/romantic_night_under_cherry_blossoms.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
193,romantic_night_under_the_rain,Romantic Night Under the Rain,Shared Route CG,,romantic_night_under_the_rain.jpg,assets/romantic_night_under_the_rain.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
194,romantic_stroll_in_an_elegant_gallery,Romantic Stroll in An Elegant Gallery,Shared Route CG,,romantic_stroll_in_an_elegant_gallery.jpg,assets/romantic_stroll_in_an_elegant_gallery.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
195,romantic_stroll_in_the_city_park,Romantic Stroll in the City Park,Harrison Route,,romantic_stroll_in_the_city_park.jpg,assets/romantic_stroll_in_the_city_park.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
196,romantic_stroll_under_city_lights,Romantic Stroll Under City Lights,Shared Route CG,,romantic_stroll_under_city_lights.jpg,assets/romantic_stroll_under_city_lights.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
197,romantic_sunset_by_the_beach,Romantic Sunset By the Beach,Shared Route CG,,romantic_sunset_by_the_beach.jpg,assets/romantic_sunset_by_the_beach.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
198,romantic_sunset_in_the_music_room,Romantic Sunset in the Music Room,Shared Route CG,,romantic_sunset_in_the_music_room.jpg,assets/romantic_sunset_in_the_music_room.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
199,romantic_sunset_ride_on_the_ferris_wheel,Romantic Sunset Ride On the Ferris Wheel,Shared Route CG,,romantic_sunset_ride_on_the_ferris_wheel.jpg,assets/romantic_sunset_ride_on_the_ferris_wheel.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
200,romantic_surprise_at_the_doorstep,Romantic Surprise at the Doorstep,Shared Route CG,,romantic_surprise_at_the_doorstep.jpg,assets/romantic_surprise_at_the_doorstep.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
201,romantic_twilight_ferris_wheel_encounter,Romantic Twilight Ferris Wheel Encounter,Shared Route CG,,romantic_twilight_ferris_wheel_encounter.jpg,assets/romantic_twilight_ferris_wheel_encounter.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
202,romantic_twilight_stroll_by_cherry_blossoms,Romantic Twilight Stroll By Cherry Blossoms,Shared Route CG,,romantic_twilight_stroll_by_cherry_blossoms.jpg,assets/romantic_twilight_stroll_by_cherry_blossoms.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
203,romantic_wedding_in_a_japanese_garden,Romantic Wedding in a Japanese Garden,Secret Ending,,romantic_wedding_in_a_japanese_garden.jpg,assets/romantic_wedding_in_a_japanese_garden.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
204,route_harrison,Route Harrison,System/Menu,,route_harrison.jpg,assets/route_harrison.jpg,jpg,800,1000,195498,ff08fa9dff12e5b4,yes,yes
205,route_harrison_card,Harrison Route Card,Route Select,,route_harrison_card__webp.jpg,assets/route_harrison_card__webp.jpg,jpg,800,1000,195498,ff08fa9dff12e5b4,yes,yes
206,route_hiroshi,Route Hiroshi,System/Menu,,route_hiroshi.jpg,assets/route_hiroshi.jpg,jpg,1536,864,414255,ec33f02dc1185bb7,yes,yes
207,route_hiroshi_card,Hiroshi Route · Route card portrait,Route Select,,route_hiroshi_card__webp.jpg,assets/route_hiroshi_card__webp.jpg,jpg,800,1000,166719,fe79a55a5ebf3757,yes,yes
208,route_kenji,Route Kenji,System/Menu,,route_kenji.jpg,assets/route_kenji.jpg,jpg,800,1000,161241,69467967e9c962dd,yes,yes
209,route_kenji_card,Kenji Route · Route card portrait,Route Select,,route_kenji_card__webp.jpg,assets/route_kenji_card__webp.jpg,jpg,800,1000,161241,69467967e9c962dd,yes,yes
210,route_marcus,Route Marcus,System/Menu,,route_marcus.jpg,assets/route_marcus.jpg,jpg,1086,1448,321845,6e4f23e32f484853,yes,yes
211,route_marcus_card,Marcus Route · Route card portrait,Route Select,,route_marcus_card__webp.jpg,assets/route_marcus_card__webp.jpg,jpg,800,1000,159736,0f12c095a06aa374,yes,yes
212,route_ren,Route Ren,System/Menu,,route_ren.jpg,assets/route_ren.jpg,jpg,800,1000,154036,14c5afb59b9924b9,yes,yes
213,route_ren_card,Ren Route · Route card portrait,Route Select,,route_ren_card__webp.jpg,assets/route_ren_card__webp.jpg,jpg,800,1000,154036,14c5afb59b9924b9,yes,yes
214,route_tommy,Route Tommy,System/Menu,,route_tommy.jpg,assets/route_tommy.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
215,route_tommy_card,Tommy Route · Piano route card portrait,Route Select,,route_tommy_card__webp.jpg,assets/route_tommy_card__webp.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
216,seaside_sunset_and_shared_dango,Seaside Sunset And Shared Dango,Shared Route CG,,seaside_sunset_and_shared_dango.jpg,assets/seaside_sunset_and_shared_dango.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
217,secret_dream_wedding,Secret Ending · Dream Wedding,Secret Ending,,secret_dream_wedding.jpg,assets/secret_dream_wedding.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
218,secret_house_in_hyogo,Secret Ending · House in Hyogo,Secret Ending,Secret Ending: House in Hyogo,secret_house_in_hyogo.jpg,assets/secret_house_in_hyogo.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
219,secret_our_little_boy,Secret Ending · Our Little Boy,Secret Ending,Secret Ending: Our Little Boy,secret_our_little_boy.jpg,assets/secret_our_little_boy.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
220,secret_route_locked_card,Secret Route · Locked Kenji Cover,Secret Ending,,secret_route_locked_card.jpg,assets/secret_route_locked_card.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
221,serene_city_nightscape_portrait,Serene City Nightscape Portrait,Shared Route CG,,serene_city_nightscape_portrait.jpg,assets/serene_city_nightscape_portrait.jpg,jpg,800,1000,154036,14c5afb59b9924b9,yes,yes
222,serene_night_on_a_city_rooftop,Serene Night On a City Rooftop,Shared Route CG,,serene_night_on_a_city_rooftop.jpg,assets/serene_night_on_a_city_rooftop.jpg,jpg,800,1000,154036,14c5afb59b9924b9,yes,yes
223,serene_sunset_riverside_reflection,Serene Sunset Riverside Reflection,Kenji Route,,serene_sunset_riverside_reflection.jpg,assets/serene_sunset_riverside_reflection.jpg,jpg,800,1000,154036,14c5afb59b9924b9,yes,yes
224,stylish_young_man_in_upscale_mall,Stylish Young Man in Upscale Mall,Marcus Route,,stylish_young_man_in_upscale_mall.jpg,assets/stylish_young_man_in_upscale_mall.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
225,sunset_stroll_by_the_harbor,Sunset Stroll By the Harbor,Shared Route CG,,sunset_stroll_by_the_harbor.jpg,assets/sunset_stroll_by_the_harbor.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
226,sunset_stroll_with_dango_at_sea,Sunset Stroll With Dango at Sea,Shared Route CG,,sunset_stroll_with_dango_at_sea.jpg,assets/sunset_stroll_with_dango_at_sea.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
227,tense_dinner_in_a_dimly_lit_city_apartment,Tense Dinner in a Dimly Lit City Apartment,Shared Route CG,,tense_dinner_in_a_dimly_lit_city_apartment.jpg,assets/tense_dinner_in_a_dimly_lit_city_apartment.jpg,jpg,1536,864,318530,90d6d450669297a2,yes,yes
228,tense_evening_in_the_city,Tense Evening in the City,Shared Route CG,,tense_evening_in_the_city.jpg,assets/tense_evening_in_the_city.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
229,the_long_goodbye_main_menu,The Long Goodbye Main Menu,System/Menu,,the_long_goodbye_main_menu.jpg,assets/the_long_goodbye_main_menu.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
230,tommy_airi_korean_lunch,Tommy Airi Korean Lunch,Tommy Route,,tommy_airi_korean_lunch.jpg,assets/tommy_airi_korean_lunch.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
231,tommy_back_to_you_car,Tommy Back To You Car,Tommy Route,Tommy Variant: Back to You,tommy_back_to_you_car.jpg,assets/tommy_back_to_you_car.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
232,tommy_bridal_style_arcade,Tommy Route · Bridal-style arcade pickup,Tommy Route,,tommy_bridal_style_arcade.jpg,assets/tommy_bridal_style_arcade.jpg,jpg,1536,864,332163,954d79f068f9facf,yes,yes
233,tommy_confession_cozy_room,Tommy Confession Cozy Room,Tommy Route,,tommy_confession_cozy_room.jpg,assets/tommy_confession_cozy_room.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
234,tommy_confession_riverside,Tommy Confession Riverside,Kenji Route,,tommy_confession_riverside.jpg,assets/tommy_confession_riverside.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
235,tommy_doorway_gift,Tommy Interruption · Doorway gift,Tommy Route,,tommy_doorway_gift.jpg,assets/tommy_doorway_gift.jpg,jpg,800,1000,140930,2b044e8f65ca25d6,yes,yes
236,tommy_family_karaoke_pink,Tommy Route · Family-arc karaoke in pink outfit,Tommy Route,,tommy_family_karaoke_pink.jpg,assets/tommy_family_karaoke_pink.jpg,jpg,1536,864,324948,261be1ff56ddf232,yes,yes
237,tommy_festival_handhold_close,Tommy Route · Festival hand-holding close-up,Tommy Route,,tommy_festival_handhold_close.jpg,assets/tommy_festival_handhold_close.jpg,jpg,1536,864,299960,31f311b0c21cc7a9,yes,yes
238,tommy_festival_tommy_solo,Tommy Route · Festival portrait,Tommy Route,,tommy_festival_tommy_solo.jpg,assets/tommy_festival_tommy_solo.jpg,jpg,1536,864,297983,3dfdeb11c6582edd,yes,yes
